@asof|2026-09-15
#960387|WORLD OF POWER SPORTS|143445.87|130846.05
960380|DUNLOP|1439.56|0
960380|SCORPION EXO|1107.47|0
960380|EVS|572.68|65.00
960380|100-PERCENT|569.48|0
960380|RACE TECH|0|907.57
960380|WARN|0|1074.29
960380|YOSHIMURA|0|764.24
#2210036|RIDE SUSPENSION TECHNOLOGY|20326.50|26800.70
2210036|DUNLOP|3148.66|3286.43
2210036|SKF|2564.49|3666.48
2210036|VERTEX|2431.19|1659.91
2210036|ALPINESTARS|1645.22|1371.02
2210036|MICHELIN|498.82|1259.05
2210036|ACERBIS|344.90|1097.58
2210036|EVS|185.25|690.64
2210036|FMF|9.76|1298.56
2210036|GAERNE|0|979.98
#89114|WORLD OF POWERSPORTS-CHAMPAIGN|19089.13|38057.40
89114|KFI|6520.33|11400.96
89114|YUASA|1987.70|0
89114|SHINKO|1962.07|1712.18
89114|MICHELIN|1313.36|2971.26
89114|DUNLOP|1242.75|4932.87
89114|XTC POWER PRODUCTS|749.97|0
89114|ALL BALLS|657.08|1595.82
89114|RK EXCEL|576.75|0
89114|FIRE POWER|406.03|1342.02
89114|FLY RACING|221.14|5340.69
89114|MAXIMA|94.92|863.40
89114|OPEN TRAIL|0|1519.65
89114|WARN|0|650.98
89114|BFGOODRICH|0|740.72
89114|FOX|0|1041.99
#2131788|ILLINOIS HARLEY-DAVIDSON|16826.14|18521.61
2131788|SHINKO|8881.04|6159.15
2131788|RED LINE|3789.72|3574.32
2131788|SANTORO FABWORX|752.54|0
2131788|DIAMOND AUDIO|739.99|2219.97
2131788|COBRA|608.29|0
2131788|SAWICKI|0|1239.99
2131788|FOX|0|1043.98
2131788|LYNDALL BRAKES|0|1131.55
#2091392|HALLS CYCLES|15008.31|30010.17
2091392|FIRE POWER|2859.99|3446.80
2091392|100-PERCENT|1892.73|1098.40
2091392|ALPINESTARS|1384.54|1174.21
2091392|VERTEX|1366.72|2334.37
2091392|SKF|987.66|5122.77
2091392|NUETECH|863.92|307.97
2091392|MOTOREX|526.44|9.09
2091392|FLY RACING|232.92|1429.29
2091392|DUNLOP|61.29|1283.28
2091392|TRAIL TECH|153.97|821.74
2091392|GAERNE|34.98|741.98
2091392|POD|25.99|3096.89
2091392|REKLUSE RACING|0|632.41
#2210362|PRORIDE GROUP|15039.60|25803.27
2210362|RIGID|4124.89|515.98
2210362|ARNOTT|1738.87|2962.51
2210362|ANTIGRAVITY|1207.16|0
2210362|FOX|891.99|0
2210362|MAMMUT|824.30|0
2210362|SENA|808.66|1079.93
2210362|POD|585.98|0
2210362|CFR|157.30|2055.57
2210362|CARDO|0|10001.66
2210362|DUNLOP|0|1077.92
2210362|YOSHIMURA|0|851.45
2210362|SUPERCLAMP|0|1526.09
2210362|HOFMANN DESIGNS|0|894.84
2210362|JW SPEAKER|0|570.13
#2152169|WORLD OF P/S'S SPRINGFIELD|13837.14|28576.02
2152169|FLY RACING|4258.48|6510.18
2152169|KFI|2404.89|1155.26
2152169|DUNLOP|2154.62|3571.29
2152169|FIRE POWER|963.33|1413.77
2152169|BOSS AUDIO|855.48|1982.57
2152169|CARDO|462.52|2355.35
2152169|NGK|340.90|951.94
2152169|ITP|185.96|848.88
2152169|ALL BALLS|58.63|804.01
2152169|ALPINESTARS|0|889.08
2152169|HOT RODS|0|879.17
2152169|ATV TEK|0|884.95
2152169|KOLPIN|0|539.99
#2250275|REPAIR CLUB, LLC|12121.12|10989.91
2250275|MICHELIN|3554.97|2686.01
2250275|MAXIMA|1119.50|1025.42
2250275|HARDDRIVE|904.19|72.98
2250275|YUASA|892.62|402.60
2250275|DUNLOP|841.75|1120.81
2250275|EBC|717.58|750.25
2250275|MAXXIS|0|516.30
#2140150|TOM ZONT RACING INC|10838.99|22824.59
2140150|RACE TECH|1396.20|296.67
2140150|ACERBIS|1352.93|374.50
2140150|VERTEX|923.05|687.33
2140150|MAXIMA|890.92|2894.03
2140150|SPECTRO|749.88|1051.20
2140150|FIRE POWER|558.02|1240.83
2140150|DUNLOP|484.72|9776.69
2140150|ALPINESTARS|88.54|535.69
#2210236|CHECKMATEMX|11573.51|16642.73
2210236|MAXIMA|1137.10|1338.32
2210236|FIRE POWER|1003.22|646.94
2210236|DUNLOP|828.04|1671.38
2210236|ACERBIS|619.05|19.62
2210236|VERTEX|587.56|3695.04
2210236|RACE TECH|388.49|1451.77
2210236|MICHELIN|0|688.64
2210236|CAMSO|0|854.25
#2080722|ONE POWERSPORTS|10994.18|33413.33
2080722|FIRST ALERT|5757.51|130.08
2080722|K100|1947.40|1912.50
2080722|WSM|631.63|4494.94
2080722|NGK|549.48|12707.54
2080722|SOLAS|451.88|1875.62
2080722|FIRE POWER|25.40|1106.93
2080722|HIFLOFILTRO|0|1742.50
2080722|BEL-RAY|0|5926.44
2080722|NAMZ CUSTOM CYCLE|0|803.18
#2070062|CAPITAL CITY MOTORSPORTS|10765.99|9341.15
2070062|MAXIMA|3038.34|595.80
2070062|DUNLOP|2323.56|808.91
2070062|SHINKO|1784.64|2419.34
2070062|HARDDRIVE|1437.01|1569.82
2070062|KFI|0|505.66
2070062|OPEN TRAIL|0|1107.09
#86467|ROUTE 12 RENTAL|8262.32|21283.15
86467|YUASA|2125.93|3865.67
86467|CALIBER|1698.25|262.58
86467|BTL DESIGNS|685.11|1404.58
86467|OPEN TRAIL|657.94|3513.05
86467|WOODYS|291.64|2683.34
86467|KFI|28.60|3859.23
86467|FIMCO|0|725.74
#2171096|CYCLE TECH INC|9445.56|20877.66
2171096|CARDO|2590.65|2337.11
2171096|SHINKO|2291.19|4289.19
2171096|DUNLOP|1047.01|1824.53
2171096|YOSHIMURA|764.24|1199.53
2171096|MICHELIN|441.51|1500.10
2171096|SCORPION EXO|0|1923.73
2171096|KOSO|0|785.99
2171096|SPECTRO|0|1136.00
#2260026|HNH CYCLES|8835.33|0
2260026|DUNLOP|2761.13|0
2260026|SHINKO|2465.80|0
2260026|BRIDGESTONE|1425.98|0
2260026|MICHELIN|919.77|0
#2240479|TODAY WE WRENCH|7640.16|10769.48
2240479|MIKUNI|3031.45|5370.71
2240479|ODI|2342.36|1624.88
2240479|MOTOBATT|996.30|92.34
2240479|KOSO|0|1310.77
#2250603|PERFECTION WORX, INC|7699.99|0
2250603|ALL BALLS|981.64|0
2250603|MICHELIN|857.94|0
2250603|CARDO|829.32|0
2250603|DOMINO RACING|537.88|0
2250603|DUNLOP|510.90|0
#2170500|WOODSTOCK KTM & TRIUMPH|5601.31|1377.94
2170500|EVS|3159.50|0
2170500|CARDO|945.91|0
2170500|DUNLOP|663.91|188.90
2170500|SHINKO|0|732.90
#2190198|WOODSTOCK HARLEY-DAVIDSON|4072.80|3633.33
2190198|SHINKO|1294.74|441.81
2190198|COBRA|1225.68|0
2190198|ENERGY ONE|809.95|2141.87
#2131878|CHICAGO HARLEY-DAVIDSON|2841.77|7566.58
2131878|HARDDRIVE|731.98|831.34
2131878|WIZARDS|630.95|506.64
2131878|XK GLOW|613.59|1473.47
2131878|AQUATIC AV|290.57|1945.95
2131878|ARNOTT|0|1578.12
#2260235|LACON MARINE & POWERSPORTS LLC|1807.67|0
#2260400|RIDE RITE MOTO SERVICE|688.01|0
#940506|MCC MOTORCYCLE CENTER|2312.31|4415.33
940506|NEW RAGE CYCLES|853.53|699.65
940506|RIZOMA|799.96|142.79
940506|YUASA|0|626.32
